class,mem,fhr,bss,base rate,auc
hailone_rptdist_2hr,9,12,0.012379290399847198,0.0005532062203457708,0.9769209338466506
wind_rptdist_2hr,9,12,0.11545862974346344,0.001870040658960244,0.9818079821547347
torn_rptdist_2hr,9,12,0.05254234673089109,0.00027490615857673275,0.9896482844655008
any_rptdist_2hr,9,12,0.11182110370385312,0.002338399299498381,0.9783117326782583
sighail_rptdist_2hr,10,12,-0.008628567503971007,3.733293511535877e-05,0.958080645235939
sigwind_rptdist_2hr,10,12,0.052168212712734086,0.0002545427394229007,0.9878677806029785
hailone_rptdist_2hr,10,12,0.02240334322114268,0.0005532062203457708,0.9722830355347312
wind_rptdist_2hr,10,12,0.10889592777210222,0.001870040658960244,0.9821359778278245
torn_rptdist_2hr,10,12,0.06953145846714015,0.00027490615857673275,0.9899712968673413
any_rptdist_2hr,10,12,0.10876876660900725,0.002338399299498381,0.9779946143303356
sighail_rptdist_2hr,11,12,-0.019343059304524512,3.733293511535877e-05,0.9599510642597852
sigwind_rptdist_2hr,11,12,0.0350171372240109,0.0002545427394229007,0.985296402791404
hailone_rptdist_2hr,11,12,0.017021794614616614,0.0005532062203457708,0.9758222109501713
wind_rptdist_2hr,11,12,0.10800529184506114,0.001870040658960244,0.9810901381330137
torn_rptdist_2hr,11,12,0.04952416638061474,0.00027490615857673275,0.9897548865213048
any_rptdist_2hr,11,12,0.10949951511176892,0.002338399299498381,0.9774861426989215
sighail_rptdist_2hr,12,12,-0.0008793981376502558,3.733293511535877e-05,0.9425202523306957
sigwind_rptdist_2hr,12,12,0.04348588496175365,0.0002545427394229007,0.9796176586742529
hailone_rptdist_2hr,12,12,0.026056664942330277,0.0005532062203457708,0.9726240511888892
wind_rptdist_2hr,12,12,0.11684391787900328,0.001870040658960244,0.9786311625849999
torn_rptdist_2hr,12,12,0.06873225117253512,0.00027490615857673275,0.9902425694469329
any_rptdist_2hr,12,12,0.1198713134456939,0.002338399299498381,0.974818831677212
sighail_rptdist_2hr,13,12,-0.005824233359243092,3.733293511535877e-05,0.9471861178006069
sigwind_rptdist_2hr,13,12,0.047629508768775475,0.0002545427394229007,0.9874536416234683
hailone_rptdist_2hr,13,12,0.023833004594369767,0.0005532062203457708,0.9738609699031863
wind_rptdist_2hr,13,12,0.11611905998376026,0.001870040658960244,0.9817377337329022
torn_rptdist_2hr,13,12,0.040636519552165073,0.00027490615857673275,0.9928079341938196
any_rptdist_2hr,13,12,0.11089554216129494,0.002338399299498381,0.9780583485614212
sighail_rptdist_2hr,14,12,-0.0028382514108606927,3.733293511535877e-05,0.9438747788095286
sigwind_rptdist_2hr,14,12,0.04646902877181569,0.0002545427394229007,0.9861496436060124
hailone_rptdist_2hr,14,12,0.023205764354186642,0.0005532062203457708,0.9732607602688701
wind_rptdist_2hr,14,12,0.1080644180956799,0.001870040658960244,0.9822072691611773
torn_rptdist_2hr,14,12,0.05427726300325264,0.00027490615857673275,0.9924225154774157
any_rptdist_2hr,14,12,0.10821057535307366,0.002338399299498381,0.9778100302013406
sighail_rptdist_2hr,15,12,-0.0030678448794285718,3.733293511535877e-05,0.9643679313542025
sigwind_rptdist_2hr,15,12,0.08217400301157707,0.0002545427394229007,0.9877174603066833
hailone_rptdist_2hr,15,12,0.024407711622090433,0.0005532062203457708,0.9765336897279205
wind_rptdist_2hr,15,12,0.1134578797502177,0.001870040658960244,0.9825333363736158
torn_rptdist_2hr,15,12,0.0521741416476339,0.00027490615857673275,0.9891608110976785
any_rptdist_2hr,15,12,0.1113732931969027,0.002338399299498381,0.9786831030098481
sighail_rptdist_2hr,16,12,-0.006222903512006939,3.733293511535877e-05,0.9653787351684749
sigwind_rptdist_2hr,16,12,0.045663257428701476,0.0002545427394229007,0.9874376183217853
hailone_rptdist_2hr,16,12,0.0266670608658921,0.0005532062203457708,0.9746580307144919
